1 -118.345 12.1997
2 -120.087 9.74052
3 -116.88 6.85583
4 -118.832 6.18001
5 -125.307 9.22993
6 -124.585 3.66591
7 -123.493 5.89803
8 -124.841 13.7649
9 -123.912 9.2459
10 -125.552 11.9747
11 -126.608 15.6683
12 -119.999 5.28572
13 -118.744 9.03742
14 -117.734 15.5081
15 -113.651 13.721
16 -114.51 15.257
17 -114.209 18.6314
18 -108.761 15.7429
19 -107.541 10.3641
20 -106.924 7.89418
21 -101.597 7.23732
22 -100.878 10.1493
23 -106.304 14.9122
24 -102.378 12.7809
25 -91.5221 8.35029
26 -90.8474 6.6193
27 -97.3739 8.5874
28 -93.1792 5.74793
29 -91.6342 -0.667515
30 -100.161 7.59067
31 -98.7057 4.32061
32 -92.4495 -4.23911
33 -95.8433 3.31235
34 -94.9718 2.98778
35 -87.8584 -5.43583
36 -94.0329 -2.56313
37 -106.164 3.20416
38 -104.703 -0.881482
39 -101.648 -1.59516
40 -106.801 1.24108
41 -104.147 -3.49727
42 -97.2702 -2.10325
43 -102.184 5.29519
44 -103.805 0.157508
45 -102.396 -5.67551
46 -106.487 4.09048
47 -108.844 3.25116
48 -105.428 -2.60073
49 -109.658 5.98539
50 -115.373 7.68344
51 -115.313 1.58235
52 -109.755 4.72707
53 -110.411 9.59988
54 -114.06 8.55276
55 -114.816 9.23003
56 -115.129 15.1256
57 -116.3 11.9306
58 -117.806 15.8554
59 -115.839 18.113
60 -112.929 8.16372
61 -113.9 2.92852
62 -111.424 4.01995
63 -112.64 5.3336
64 -117.734 1.94241
65 -118.384 -2.36593
66 -116.703 3.85618
67 -111.456 -3.58032
68 -108.364 -8.34311
69 -109.714 -0.92606
70 -106.746 -5.6415
71 -104.272 -13.4242
72 -104.369 -4.28783
73 -100.915 -8.20773
74 -99.0553 -12.898
75 -101.835 -6.52631
76 -98.6302 -6.43017
77 -97.8407 -6.69167
78 -102.865 -0.122411
79 -100.961 1.86063
80 -91.4388 -3.80908
81 -92.6164 -1.71376
82 -96.6401 0.598185
83 -99.7378 -4.89018
84 -107.984 0.650104
85 -109.847 5.29046
86 -103.193 0.209165
87 -102.707 2.88027
88 -104.15 3.45976
89 -97.5183 2.66393
90 -93.2807 0.470396
91 -102.89 0.839657
92 -109.85 -0.0381668
93 -111.692 2.51215
94 -115.466 2.43594
95 -119.422 5.17571
96 -117.347 12.7611
97 -111.806 15.1176
98 -108.109 15.3758
99 -107.187 20.9427
100 -104.113 18.4822
101 -102.448 16.9334
102 -103.074 24.6722
103 -99.6022 15.5888
104 -103.092 13.4751
105 -103.442 19.4296
106 -94.7453 10.6914
107 -93.4971 10.8151
108 -96.7912 16.9692
109 -92.5588 11.7877
110 -95.6658 14.1557
111 -98.7995 17.5825
112 -95.6944 14.3235
113 -93.2556 9.09137
114 -96.7628 10.4029
115 -93.8806 7.60718
116 -92.342 8.72906
117 -100.653 11.7764
118 -102.098 2.99243
119 -100.442 -0.366442
120 -102.967 1.08472
121 -103.688 -3.96808
122 -99.2344 -10.5451
123 -100.484 -12.0888
124 -102.991 -12.9582
125 -103.543 -10.475
126 -101.706 -15.2535
127 -103.656 -19.704
128 -109.882 -10.8463
129 -112.368 -10.4241
130 -112.444 -18.6002
131 -114.369 -7.96061
132 -109.79 -9.93729
133 -109.936 -14.2797
134 -114.084 -10.0726
135 -106.879 -12.8505
136 -105.582 -15.1718
137 -110.455 -12.7949
138 -106.678 -16.0555
139 -102.349 -21.2752
140 -107.566 -16.0145
141 -105.667 -12.0438
142 -98.3626 -13.5777
143 -94.0341 -13.1178
144 -92.4788 -11.4791
145 -83.4232 -11.6314
146 -82.9407 -10.532
147 -95.5017 -4.00222
148 -98.6273 2.31561
149 -92.3526 3.96663
150 -97.7164 12.052
151 -98.9258 12.8985
152 -91.849 15.0666
153 -91.8646 22.4549
154 -96.8686 23.7413
155 -95.9725 21.9032
156 -96.7142 24.1373
157 -105.688 27.266
158 -109.034 27.0629
159 -103.171 25.3719
160 -105.084 30.0063
161 -107.502 30.5925
162 -101.7 25.675
163 -97.4651 32.2936
164 -98.9731 30.7297
165 -99.0321 26.1631
166 -97.0054 29.2318
167 -99.0652 24.392
168 -104.521 23.0378
169 -104.811 24.3675
170 -103.122 25.7777
171 -101.867 21.7678
172 -101.597 20.6746
173 -101.396 23.3378
174 -101.348 14.3833
175 -102.052 11.6309
176 -101.19 12.2841
177 -100.197 7.83279
178 -101.869 7.83065
179 -100.369 7.28527
180 -97.4061 1.80583
181 -102.191 5.10128
182 -103.952 -1.49362
183 -105.624 -2.38927
184 -109.411 -7.23973
185 -110.583 -6.04011
186 -109.852 0.294468
187 -102.674 -8.07916
188 -98.5469 -10.5808
189 -100.523 -3.86177
190 -100.933 -3.77656
191 -98.6112 -6.74005
192 -98.1141 -3.27714
193 -98.8028 2.37561
194 -99.832 -2.19268
195 -103.175 -0.109597
196 -103.052 12.5444
197 -91.8959 2.96319
198 -93.3279 3.66511
199 -102.776 20.4205
200 -98.9888 8.46743
201 -95.9725 9.19955
202 -102.718 17.8849
203 -102.636 7.8924
204 -101.381 3.37244
205 -105.581 9.76212
206 -102.36 9.49873
207 -96.2934 5.23047
208 -95.6193 13.298
209 -95.9063 11.7894
210 -97.2912 9.08461
211 -97.1548 15.3669
212 -95.5363 5.67471
213 -103.294 10.6714
214 -102.813 11.8009
215 -100.558 5.98482
216 -108.007 11.9982
217 -108.391 5.23597
218 -103.24 5.1229
219 -105.875 8.29054
220 -106.98 -1.73458
221 -106.755 -0.289508
222 -105.095 1.61767
223 -105.386 0.472727
224 -104.044 2.92969
225 -99.5649 3.16233
226 -98.8152 2.70683
227 -100.192 4.79097
228 -99.4702 10.1172
229 -97.9198 5.80444
230 -101.847 -1.58007
231 -107.857 11.165
232 -105.248 9.33547
233 -103.617 -1.01441
234 -106.358 6.86433
235 -100.275 6.56802
236 -94.5873 0.513842
237 -99.7873 3.97614
238 -101.652 4.6088
239 -99.5686 3.7893
240 -104.369 6.14114
241 -106.049 8.64404
242 -103.464 1.34879
243 -106.556 0.507306
244 -112.856 6.72401
245 -115.908 6.8256
246 -119.392 11.9137
247 -121.642 6.5006
248 -124.952 6.74309
249 -125.124 11.9717
250 -122.278 3.04978
251 -124.573 4.85995
252 -123.812 11.9614
253 -119.369 6.53372
254 -122.809 10.1401
255 -119.822 9.52321
256 -112.001 3.38226
257 -112.08 6.83006
258 -112.563 6.98605
259 -113.016 11.5493
260 -112.237 11.0244
261 -108.103 13.9408
262 -102.823 15.4442
263 -101.472 13.1247
264 -101.558 15.9476
265 -100.634 19.3094
266 -98.529 19.054
267 -97.689 23.1713
268 -93.3841 17.48
269 -94.9595 19.6248
270 -93.6972 19.8542
271 -86.6703 12.7017
272 -93.1347 15.4372
273 -99.3872 15.0238
274 -95.8941 12.5959
275 -97.0827 14.3787
276 -101.789 12.1473
277 -97.1229 11.0233
278 -90.3015 10.3008
279 -92.8247 8.27737
280 -96.7052 4.85604
281 -98.0854 12.5835
282 -100.601 11.6073
283 -105.203 5.09195
284 -105.077 10.679
285 -100.93 7.32654
286 -108.863 6.86269
287 -117.126 16.0595
288 -114.436 12.7045
289 -115.916 12.0818
290 -119.467 11.5128
291 -115.272 7.4034
292 -117.273 4.09405
293 -117.523 3.37078
294 -111.87 -0.0817031
295 -108.161 -2.31265
296 -114.837 -3.93164
297 -118.375 0.973492
298 -111.076 -2.07494
299 -108.886 -5.44323
300 -114.029 -0.354488
301 -113.155 -3.27548
302 -110.114 0.408877
303 -104.426 0.00689074
304 -99.2384 -0.462914
305 -97.9086 9.62992
306 -95.9001 8.10154
307 -96.9238 10.948
308 -98.782 12.0672
309 -97.0629 10.7202
310 -100.018 17.4366
311 -97.822 16.7181
312 -94.2266 13.7112
313 -94.5479 18.5702
314 -92.9813 21.7653
315 -87.014 19.8039
316 -89.2952 22.9956
317 -94.6881 25.3975
318 -91.7467 17.0392
319 -94.8014 23.768
320 -99.865 23.6647
321 -94.2524 11.0819
322 -94.9903 13.5055
323 -100.638 17.5113
324 -100.405 10.9838
325 -99.7551 12.3842
326 -101.187 13.6621
327 -103.396 14.7633
328 -102.439 9.26503
329 -103.986 0.537771
330 -108.397 3.44547
331 -106.581 2.27699
332 -109.454 2.27879
333 -117.846 10.0281
334 -111.662 6.44883
335 -104.87 6.48463
336 -110.592 5.12982
337 -113.44 5.09842
338 -108.537 4.26067
339 -113.691 6.6425
340 -118.556 12.351
341 -111.884 9.50819
342 -112.785 8.51033
343 -117.942 9.44824
344 -109.429 4.83762
345 -103.492 0.328274
346 -114.824 4.06709
347 -114.53 5.78033
348 -111.327 9.74493
349 -114.873 13.8531
350 -113.62 8.51684
351 -109.924 11.3259
352 -111.3 10.3299
353 -109.778 8.75453
354 -109.967 22.3037
355 -111.663 20.9346
356 -116.886 15.4566
357 -118.129 18.2669
358 -115.681 13.0614
359 -119.58 11.7853
360 -121.982 16.4873
361 -118.695 13.1786
362 -125.339 13.767
363 -130.342 15.3266
364 -127.085 5.87404
365 -129.199 8.13378
366 -133.33 4.29043
367 -134.619 5.5446
368 -131.605 8.88574
369 -123.681 2.65112
370 -120.941 9.209
371 -122.578 9.79185
372 -122.248 0.0950246
373 -124.292 4.92366
374 -122.175 10.9535
375 -120.812 9.23387
376 -124.532 12.4723
377 -120.517 10.0986
378 -113.23 7.7233
379 -109.069 6.33855
380 -111.708 11.2367
381 -112.178 14.5959
382 -108.009 6.702
383 -108.995 16.0949
384 -106.916 14.6839
385 -99.4974 -1.4604
386 -100.668 4.95211
387 -96.6618 5.83662
388 -88.7011 -1.61944
389 -93.8742 3.67862
390 -97.7632 2.39544
391 -97.807 -2.4058
392 -100.929 0.56636
393 -101.967 -1.70703
394 -104.487 -5.40911
395 -109.177 -1.35052
396 -109.74 6.74626
397 -107.358 7.23034
398 -108.087 9.14539
399 -107.717 7.28832
400 -108.594 12.2795
401 -110.077 10.5477
402 -116.414 7.35977
403 -118.395 14.2153
404 -116.877 13.8954
405 -118.879 12.1924
406 -120.527 17.0224
407 -117.426 12.7766
408 -114.567 14.1059
409 -108.624 16.6668
410 -104.901 14.8759
411 -111.822 15.091
412 -118.242 18.0493
413 -115.95 24.9635
414 -112.516 24.1608
415 -117.49 24.5751
416 -117.577 30.2061
417 -106.062 21.121
418 -104.325 20.8897
419 -113.686 28.1383
420 -118.051 18.277
421 -126.348 17.7197
422 -134.286 22.8781
423 -138.096 18.0377
424 -136.135 21.128
425 -133.986 18.0133
426 -129.832 23.1354
427 -125.731 24.9447
428 -119.31 20.6576
429 -120.187 28.7497
430 -116.162 29.076
431 -113.377 25.7702
432 -116.597 23.7412
433 -117.34 27.5797
434 -106.883 18.6368
435 -109.698 25.3275
436 -110.959 28.1062
437 -100.757 15.0774
438 -96.3964 18.8417
439 -99.6712 20.7844
440 -98.617 10.3056
441 -97.8603 10.9549
442 -94.872 10.1907
443 -93.9243 9.60032
444 -89.7581 4.89509
445 -91.208 1.99733
446 -96.2025 4.68284
447 -95.588 3.25134
448 -99.791 1.78674
449 -106.365 4.18015
450 -103.352 3.6141
451 -101.842 8.94996
452 -105.754 10.7071
453 -108.314 8.72638
454 -109.381 11.9089
455 -112.246 9.1752
456 -119.241 11.7501
457 -120.724 11.7813
458 -119.221 8.65088
459 -121.039 15.3492
460 -115.027 8.16964
461 -107.798 0.838608
462 -112.382 10.5918
463 -114.756 12.0143
464 -116.986 10.0295
465 -125.123 16.9636
466 -126.984 13.478
467 -122.76 10.3701
468 -122.38 17.0626
469 -117.652 11.0581
470 -117.286 10.3897
471 -115.699 15.2517
472 -111.879 14.465
473 -110.875 11.0466
474 -117.401 9.54487
475 -121.967 8.26192
476 -120.729 11.6767
477 -115.91 8.13738
478 -116.029 16.9891
479 -113.602 21.3918
480 -105.711 14.2553
481 -104.429 15.9827
482 -104.899 18.5047
483 -100.474 12.3637
484 -103.121 12.74
485 -107.573 12.8755
486 -103.477 7.86733
487 -100.872 4.73366
488 -105.028 7.26446
489 -102.817 5.54306
490 -94.2558 -2.3719
491 -96.0939 -0.237798
492 -99.3189 0.787804
493 -95.6285 -4.80339
494 -95.5152 -2.14
495 -102.46 -4.17647
496 -98.4171 -7.94009
497 -93.9114 -4.90221
498 -98.2302 -8.15536
499 -99.9035 -12.7559
500 -97.0578 -8.37429
501 -95.6849 -10.1569
502 -96.7385 -15.9054
503 -95.3646 -14.2766
504 -93.5145 -13.3789
505 -96.0034 -10.9889
506 -102.513 -7.08662
507 -100.757 -11.0948
508 -102.201 -13.9358
509 -107.566 -10.6807
510 -107.16 -11.2583
511 -107.981 -8.33079
512 -110.851 -10.4466
513 -112.725 -14.2775
514 -117.408 -2.6273
515 -114.88 -4.07314
516 -113.413 -10.9633
517 -115.336 -4.12239
518 -115.367 0.268197
519 -119.012 0.538538
520 -125.721 1.33298
521 -124.568 2.16464
522 -126.184 8.83913
523 -130.317 4.33057
524 -131.798 7.95976
525 -126.807 11.4438
526 -120.173 2.99924
527 -122.226 11.1897
528 -118.937 12.2558
529 -113.073 6.67357
530 -115.955 16.3075
531 -115.875 11.6334
532 -117.37 4.64462
533 -119.633 12
534 -114.587 6.3423
535 -111.797 3.75642
536 -114.405 8.03075
537 -111.092 7.26557
538 -106.054 6.10779
539 -101.486 0.280211
540 -100.48 0.326551
541 -103.32 3.23224
542 -101.532 -1.67942
543 -101.666 -1.82718
544 -101.226 -6.54533
545 -103.115 -10.7633
546 -103.328 -10.7624
547 -104.555 -8.94445
548 -104.806 -13.909
549 -106.532 -11.024
550 -104.047 -5.81877
551 -102.254 -8.40451
552 -104.492 -11.362
553 -104.96 -12.786
554 -110.27 -11.4693
555 -111.083 -11.88
556 -107.709 -10.792
