     1	49.5838
     2	50.4249
     3	51.4049
     4	52.4338
     5	53.4128
     6	54.2594
     7	54.9288
     8	55.4208
     9	55.7729
    10	56.0425
    11	56.2808
    12	56.5102
    13	56.7143
    14	56.8416
    15	56.8247
    16	56.6031
    17	56.1451
    18	55.4592
    19	54.5943
    20	53.6309
    21	52.6619
    22	51.7754
    23	51.0332
    24	50.4618
    25	50.0575
    26	49.7945
    27	49.6422
    28	49.5796
    29	49.6036
    30	49.7312
    31	49.9906
    32	50.4078
    33	50.9937
    34	51.7355
    35	52.5942
    36	53.5133
    37	54.4297
    38	55.2901
    39	56.0608
    40	56.7292
    41	57.3031
    42	57.8019
    43	58.2511
    44	58.6713
    45	59.0725
    46	59.4519
    47	59.7931
    48	60.0719
    49	60.262
    50	60.3406
    51	60.2936
    52	60.1174
    53	59.8215
    54	59.4274
    55	58.9663
    56	58.4737
    57	57.983
    58	57.5188
    59	57.0932
    60	56.7033
    61	56.3344
    62	55.9661
    63	55.5807
    64	55.1719
    65	54.7501
    66	54.3449
    67	54.0031
    68	53.7756
    69	53.7021
    70	53.7993
    71	54.0513
    72	54.4113
    73	54.8104
    74	55.1761
    75	55.4506
    76	55.606
    77	55.6525
    78	55.6325
    79	55.6054
    80	55.6254
    81	55.721
    82	55.8835
    83	56.0689
    84	56.2125
    85	56.2517
    86	56.1476
    87	55.8988
    88	55.5415
    89	55.137
    90	54.7512
    91	54.4316
    92	54.1924
    93	54.012
    94	53.8398
    95	53.6155
    96	53.2871
    97	52.8279
    98	52.2456
    99	51.5824
   100	50.9059
   101	50.2928
   102	49.8109
   103	49.5024
   104	49.3755
   105	49.407
   106	49.5544
   107	49.7765
   108	50.0508
   109	50.3852
   110	50.8155
   111	51.3929
   112	52.1626
   113	53.1421
   114	54.3074
   115	55.5988
   116	56.9338
   117	58.2269
   118	59.4138
   119	60.463
   120	61.3715
   121	62.1595
   122	62.8575
   123	63.4953
   124	64.0929
   125	64.6599
   126	65.1937
   127	65.6828
   128	66.1109
   129	66.4605
   130	66.7151
   131	66.862
   132	66.896
   133	66.8211
   134	66.6529
   135	66.4177
   136	66.1478
   137	65.8745
   138	65.6197
   139	65.3919
   140	65.1835
   141	64.9755
   142	64.7431
   143	64.4645
   144	64.1284
   145	63.7391
   146	63.3187
   147	62.9041
   148	62.5389
   149	62.26
   150	62.0865
   151	62.0095
   152	61.9896
   153	61.9637
   154	61.86
   155	61.6176
   156	61.2054
   157	60.6326
   158	59.9461
   159	59.2159
   160	58.5108
   161	57.8761
   162	57.3179
   163	56.8073
   164	56.2959
   165	55.7381
   166	55.1145
   167	54.4462
   168	53.7926
   169	53.236
   170	52.8599
   171	52.7248
   172	52.8505
   173	53.2136
   174	53.7558
   175	54.4025
   176	55.0824
   177	55.7449
   178	56.3676
   179	56.9552
   180	57.5286
   181	58.11
   182	58.7065
   183	59.3006
   184	59.8482
   185	60.2877
   186	60.5556
   187	60.6052
   188	60.4189
   189	60.0142
   190	59.4368
   191	58.7485
   192	58.0075
   193	57.2585
   194	56.5252
   195	55.8071
   196	55.0914
   197	54.3643
   198	53.6206
   199	52.8687
   200	52.1294
   201	51.4291
   202	50.7928
   203	50.2386
   204	49.7736
   205	49.3963
   206	49.0985
   207	48.8689
   208	48.6959
   209	48.5714
   210	48.4905
   211	48.4522
   212	48.4589
   213	48.5144
   214	48.6235
   215	48.7915
   216	49.0234
   217	49.3216
   218	49.6829
   219	50.0938
   220	50.5275
   221	50.9418
   222	51.2813
   223	51.4828
   224	51.4857
   225	51.2472
   226	50.7518
   227	50.0134
   228	49.0712
   229	47.9749
   230	46.7657
   231	45.4658
   232	44.0754
   233	42.5853
   234	40.9933
   235	39.3195
   236	37.6192
   237	35.9846
   238	34.5289
   239	33.3633
   240	32.5752
   241	32.2082
   242	32.2552
   243	32.6636
   244	33.3519
   245	34.2313
   246	35.2274
   247	36.2947
   248	37.4178
   249	38.6028
   250	39.859
   251	41.1784
   252	42.5189
   253	43.8068
   254	44.9474
   255	45.8412
   256	46.4107
   257	46.6219
   258	46.4922
   259	46.0843
   260	45.4866
   261	44.7872
   262	44.052
   263	43.3094
   264	42.5505
   265	41.7457
   266	40.864
   267	39.8944
   268	38.8554
   269	37.7964
   270	36.7923
   271	35.9259
   272	35.2709
   273	34.8765
   274	34.7594
   275	34.9058
   276	35.2786
   277	35.8308
   278	36.5197
   279	37.317
   280	38.2087
   281	39.1929
   282	40.2715
   283	41.4393
   284	42.6783
   285	43.96
   286	45.2479
   287	46.5012
